Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type,latitude,longitude
Pauillac (Grand Cru Classé) 2000,France,Pauillac,Château Lynch-Bages,4.5,2248,385.0,2000,Red,45.1911565,-0.7547507
Teroldego Morei 2015,Italy,Vigneti delle Dolomiti,Foradori,3.9,225,32.0,2015,Red,46.2155358,11.0931067
Acuma 2018,Spain,Jumilla,EGO,4.1,225,7.9,2018,Red,46.2155358,11.0931067
Barbaresco 2017,Italy,Barbaresco,Prunotto,3.8,225,26.89,2017,Red,46.2155358,11.0931067
Vinedos de La Provincia 2016,Spain,Castilla y León,Prieto Pariente,3.8,225,17.99,2016,Red,41.4150941,-4.9345456
Pieve Santa Restituta Sugarille Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Gaja,4.6,225,149.0,2011,Red,33.7405484,-84.3463317
Simon Pic Saint Loup 2011,France,Pic-Saint-Loup,Clos Marie,3.9,225,23.88,2011,Red,43.8346485,3.8834881
Sardón 2017,Spain,Castilla y León,Quinta Sardonia,3.8,225,9.85,2017,Red,41.6157252,-4.450980800000001
Pessac-Léognan 2005,France,Pessac-Léognan,Château les Carmes Haut-Brion,4.2,225,129.95,2005,Red,44.822374,-0.6100194999999999
Pian Romualdo Barbera d'Alba 2017,Italy,Barbera d'Alba,Prunotto,3.8,225,22.99,2017,Red,44.822374,-0.6100194999999999
Haut-Médoc 2015,France,Haut-Médoc,Château Clement-Pichon,3.7,225,22.32,2015,Red,44.9421276,-0.6000000999999999
Rocca Guicciarda Chianti Classico Riserva 2015,Italy,Chianti Classico,Ricasoli,3.8,2256,19.9,2015,Red,44.9421276,-0.6000000999999999
Max Reserva Carmenère 2016,Chile,Aconcagua Valley,Errazuriz,3.9,2259,14.53,2016,Red,44.9421276,-0.6000000999999999
Pinotage (Stone Bridge) 2017,South Africa,Franschhoek,Franschhoek Cellar,3.8,226,8.5,2017,Red,-33.9045467,19.1113687
Spätburgunder (Pinot Noir) Trocken 2018,Germany,Pfalz,Lergenmüller,3.5,226,5.9,2018,Red,-33.9045467,19.1113687
Pinot Noir 2014,United States,Sonoma Coast,Occidental,4.4,226,72.13,2014,Red,34.12736,-118.2104777
Mount Hermon Red 2019,Israel,Galilee,Hermon,3.7,226,9.95,2019,Red,44.81007,-68.9133724
MMM Macho Man 2017,Spain,Jumilla,Casa Rojo,4.0,2263,19.45,2017,Red,38.310732,-1.2258
Grand Vin Minervois La Livinière 2015,France,Minervois La Livinière,L'Ostal Cazes,3.9,227,18.5,2015,Red,38.310732,-1.2258
Aurelio Maremma Toscana 2016,Italy,Maremma Toscana,Val delle Rose,3.9,227,23.25,2016,Red,42.7240952,11.1850097
Sandstone Merlot 2013,United States,Livermore Valley,Wente,3.7,227,14.04,2013,Red,37.6641667,-121.7252778
Lohsa Morellino di Scansano 2017,Italy,Morellino di Scansano,Poliziano,3.5,227,10.9,2017,Red,37.6641667,-121.7252778
Merlot 2019,South Africa,Robertson,Arabella,3.7,227,5.95,2019,Red,37.6641667,-121.7252778
Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,La Braccesca,3.9,2279,19.5,2016,Red,43.1659044,11.9549418
Rocche del Santo Barbera d'Alba Superiore 2016,Italy,Barbera d'Alba,Brandini,3.9,228,19.5,2016,Red,43.1659044,11.9549418
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Grand Corbin,3.9,228,54.95,2005,Red,44.92016539999999,-0.1699702
Saint-Émilion Grand Cru (Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Destieux,4.3,228,68.92,2011,Red,44.8832658,-0.1113378
Minervois (Syrah - Carignan) 2017,France,Minervois,Gérard Bertrand,3.8,228,9.99,2017,Red,44.8832658,-0.1113378
Rouge (Gaston Hochar) 2013,Lebanon,Bekaa Valley,Château Musar,3.8,228,34.02,2013,Red,44.8832658,-0.1113378
Vinha do Almo Escolha Tinto 2014,Portugal,Alentejano,Herdade do Perdigão,3.9,228,14.62,2014,Red,39.0798703,-7.379884199999998
Crucillón 2018,Spain,Campo de Borja,Bodegas Aragonesas,3.3,228,4.3,2018,Red,41.7619063,-1.4753843
Pinot Noir 2018,New Zealand,Marlborough,The Ned,3.7,228,15.95,2018,Red,51.5136153,-0.090129
Margaux 2005,France,Margaux,Château Monbrison,4.1,228,47.95,2005,Red,45.0005688,-0.6765388
Pinot Noir 2015,New Zealand,Marlborough,Whitehaven,3.8,228,22.5,2015,Red,54.549699,-3.589233
Passivento Rosso 2018,Italy,Terre Siciliane,Barone Montalto,4.0,2280,8.29,2018,Red,54.549699,-3.589233
Pinot Noir 2017,United States,Monterey County,Wines from Hahn Estate,3.8,2287,19.85,2017,Red,36.3899382,-121.3655168
Crianza 2014,Spain,Rioja,Berceo,3.4,229,10.8,2014,Red,42.33819219999999,-2.8521001
Cordillera Vigno Old Vines Carignan 2016,Chile,Maule Valley,Miguel Torres,3.8,229,15.13,2016,Red,42.33819219999999,-2.8521001
Crianza Ribera del Duero 2016,Spain,Ribera del Duero,Condado de Oriza,3.7,229,8.75,2016,Red,42.33819219999999,-2.8521001
Piano Montevergine Taurasi 2012,Italy,Taurasi,Feudi di San Gregorio,4.0,229,45.0,2012,Red,40.9111904,14.8675003
Reserva Merlot 2017,Chile,Colchagua Valley,Caliterra,3.5,229,6.54,2017,Red,30.1717586,-98.0865122
Chianti Rufina 2018,Italy,Chianti Rùfina,Selvapiana,3.7,229,12.6,2018,Red,43.7934892,11.4655043
Saint-Estèphe 2016,France,Saint-Estèphe,Château Ormes de Pez,3.8,229,39.0,2016,Red,45.2601013,-0.7900052999999999
Emilio Primo Rosso 2017,Italy,Bolgheri,Terre del Marchesato,3.7,229,22.0,2017,Red,43.214838,10.581393
Paolo e Carlo Primitivo di Manduria Riserva Sessantasei 66 2016,Italy,Primitivo di Manduria,Conte di Campiano,4.1,229,8.66,2016,Red,43.214838,10.581393
Le Cicale di Vincigliata Chianti 2015,Italy,Chianti,Bibi Graetz,3.3,229,12.28,2015,Red,43.8065648,11.2926592
Domaine de Bila-Haut Occultum Lapidem 2017,France,Côtes du Roussillon Villages 'Latour de France',M. Chapoutier,3.9,229,17.5,2017,Red,43.8065648,11.2926592
Barbera d'Asti Lavignone 2016,Italy,Barbera d'Asti,Pico Maccario,3.8,2290,6.95,2016,Red,43.8065648,11.2926592
Haus Klosterberg Pinot Noir 2016,Germany,Mosel,Markus Molitor,3.9,230,15.5,2016,Red,43.8065648,11.2926592
Altos R Crianza 2016,Spain,Rioja,Altos de Rioja,3.4,230,7.9,2016,Red,42.574904,-2.544317
Costa Toscana 2013,Italy,Costa Toscana,Ampeleia,3.9,230,28.17,2013,Red,43.0321001,11.0647319
Lagrein 2018,Italy,Südtirol - Alto Adige,Kurtatsch (Cortaccia),3.7,230,16.55,2018,Red,46.3114023,11.2206906
Canoe Ridge Estate Merlot 2014,United States,Horse Heaven Hills,Chateau Ste. Michelle,3.8,230,28.35,2014,Red,47.7299119,-122.1508227
Tavedo Douro 2016,Portugal,Douro,Burmester,3.3,230,8.33,2016,Red,47.7299119,-122.1508227
Perlato del Bosco 2015,Italy,Toscana,Tua Rita,3.8,230,24.74,2015,Red,43.0641308,10.6891608
Tenuta Frescobaldi di Castiglioni 2017,Italy,Toscana,Frescobaldi,4.2,230,17.06,2017,Red,43.0641308,10.6891608
Cabernet Sauvignon 2017,Chile,Colchagua Valley,Montes Alpha,3.9,2300,12.94,2017,Red,43.0641308,10.6891608
Vino Nobile di Montepulciano 2014,Italy,Vino Nobile di Montepulciano,La Braccesca,3.8,2302,23.95,2014,Red,43.1659044,11.9549418
Solanera Viñas Viejas 2015,Spain,Yecla,Castaño,3.7,2306,14.52,2015,Red,43.1659044,11.9549418
Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2016,Italy,Chianti Classico,Antinori,4.3,2308,34.89,2016,Red,43.1659044,11.9549418
Castello di Bibbione Chianti Classico Riserva 2013,Italy,Chianti Classico,Castelli del Grevepesa,3.9,231,23.65,2013,Red,43.6311603,11.2723293
Saga Bordeaux Rouge 2014,France,Bordeaux,Barons de Rothschild (Lafite),3.4,231,11.95,2014,Red,45.2249531,-0.7724358
Reserva 2016,Spain,Ribera del Duero,Tinto Pesquera,4.4,231,29.89,2016,Red,41.6430345,-4.1530476
Saint-Émilion Grand Cru (Grand Cru Classé) 2008,France,Saint-Émilion Grand Cru,Château Grand Mayne,4.1,231,49.95,2008,Red,44.8990772,-0.1746219
Cantus Primus Fetească Neagră 2016,Romania,Dealu Mare,Vitis Metamorfosis,4.0,231,19.2,2016,Red,45.02196,26.391651
The Steading 2017,Australia,Barossa Valley,Torbreck,4.1,231,48.37,2017,Red,-34.4763283,138.9488547
Don Cosimo Primitivo 2018,Italy,Salento,Cantine due Palme,3.8,231,6.99,2018,Red,-34.4763283,138.9488547
Le Cicale di Vincigliata Chianti 2016,Italy,Chianti,Bibi Graetz,3.6,231,12.28,2016,Red,43.8065648,11.2926592
Margaux 2011,France,Margaux,Château Monbrison,3.8,231,34.07,2011,Red,45.0005688,-0.6765388
Primitivo 2018,Italy,Puglia,Polvanera,4.0,231,8.9,2018,Red,40.8255606,16.8761294
Ripa della Volta Valpolicella Ripasso 2015,Italy,Valpolicella Ripasso,Ottella,4.2,231,20.27,2015,Red,45.4243002,10.6551806
Cordillera Reserva Especial Cabernet Sauvignon 2015,Chile,Maipo Valley,Miguel Torres,3.8,231,16.48,2015,Red,45.4243002,10.6551806
Palazzo della Torre 2016,Italy,Verona,Allegrini,4.0,2315,13.55,2016,Red,45.4243002,10.6551806
Bin 28 Kalimna Shiraz 2016,Australia,Barossa Valley,Penfolds,4.1,2315,42.5,2016,Red,45.4243002,10.6551806
Vino Nobile di Montepulciano Riserva 2013,Italy,Vino Nobile di Montepulciano,Poggio Alla Sala,3.8,232,17.45,2013,Red,43.069374,11.865381
Vecchie Viti Chianti Rùfina Riserva 2016,Italy,Chianti Rùfina,Castello Nipozzano,3.8,232,18.9,2016,Red,43.78451339999999,11.4711361
Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Clerc Milon,4.0,232,96.85,2016,Red,45.2220015,-0.7677738000000001
Nostre Païs Rouge 2015,France,Costières-de-Nîmes,Michel Gassier,3.7,232,30.0,2015,Red,45.2220015,-0.7677738000000001
Santenay 2016,France,Santenay,Joseph Drouhin,4.0,232,23.29,2016,Red,45.2220015,-0.7677738000000001
Massaluca 2017,Spain,Terra Alta,Ramón Roqueta,3.8,232,11.02,2017,Red,41.7287477,1.8295651
Svmma Varietalis Red Blend (Summa) 2005,Spain,Dominio de Valdepusa,Marqués de Griñon,4.1,232,19.45,2005,Red,40.2145742,-3.8569771
Gigondas 2017,France,Gigondas,Château de Saint Cosme,3.9,232,33.0,2017,Red,44.1671895,5.0068355
Pinot Noir 2015,Chile,Casablanca Valley,Ritual,3.8,2323,15.69,2015,Red,44.1671895,5.0068355
Barolo 2011,Italy,Barolo,Brovia,4.2,233,38.7,2011,Red,44.6316798,7.965410599999999
Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pontet-Canet,4.5,233,166.45,2016,Red,45.2089273,-0.7701047999999999
Cabernet Sauvignon Reserva 2015,Chile,Maipo Valley,Escudo Rojo,3.6,233,9.95,2015,Red,45.2089273,-0.7701047999999999
Poggio Valente 2016,Italy,Toscana,Fattoria le Pupille,4.0,233,23.18,2016,Red,42.7751397,11.2059184
Salzberg 2012,Austria,Burgenland,Heinrich,4.4,233,77.0,2012,Red,43.1450267,-78.69633139999999
Altura Máxima Malbec 2014,Argentina,Salta,Colomé,4.3,233,102.41,2014,Red,43.2605097,-99.7152302
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Cheval Blanc,4.6,233,1190.0,2010,Red,44.9195013,-0.1896825
Gran Cave Merlot 2005,Brazil,Serra Gaúcha,Boscato,3.8,233,37.5,2005,Red,44.9195013,-0.1896825
Prado Enea Gran Reserva 2010,Spain,Rioja,Muga,4.3,2330,53.42,2010,Red,44.9195013,-0.1896825
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Caparzo,4.1,2332,26.09,2013,Red,44.9195013,-0.1896825
Rouge (Gaston Hochar) 2001,Lebanon,Bekaa Valley,Château Musar,4.2,2333,35.97,2001,Red,44.9195013,-0.1896825
Negroamaro 2018,Italy,Salento,Paololeo,3.9,234,7.5,2018,Red,40.4579212,17.9237796
Art Collection Crianza 2016,Spain,Rioja,Bodegas Faustino,3.7,234,9.5,2016,Red,42.4906921,-2.4361277
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,234,49.5,2015,Red,44.9056203,-0.1385726
Negroamaro Salento Morgicchio 2012,Italy,Salento,Tormaresca,3.7,234,15.51,2012,Red,44.9056203,-0.1385726
Cabernet Sauvignon - Merlot 2018,South Africa,Franschhoek,Leopard’s Leap,3.3,234,6.69,2018,Red,-33.8858504,19.0802146
Tributo Cabernet Sauvignon 2016,Chile,Colchagua Valley,Caliterra,3.9,234,11.9,2016,Red,30.1717586,-98.0865122
Merlot 2016,South Africa,Stellenbosch,Meerlust,4.1,234,20.17,2016,Red,-34.0170461,18.7571959
Cahors 2014,France,Cahors,Château de Chambert,3.7,234,15.5,2014,Red,44.4485062,1.1321243
Altos de la Finca 2014,Spain,Castilla,Finca Constancia,3.8,234,19.49,2014,Red,39.9945624,-4.5327629
Corazón Loco Tinto 2018,Spain,Manchuela,Bodega Iniesta,3.4,234,5.5,2018,Red,39.2781076,-1.5593646
Grand Malbec 2014,Argentina,Mendoza,Alpasión,4.1,234,24.49,2014,Red,-33.6066688,-69.2821474
Ai Suma Barbera d'Asti 2015,Italy,Barbera d'Asti,Braida,4.4,234,65.0,2015,Red,-33.6066688,-69.2821474
Poggio Alle Nane Maremma Toscana 2016,Italy,Maremma Toscana,Le Mortelle,4.3,234,65.0,2016,Red,42.8098937,10.9448587
Gran Malbec Mendoza 2014,Argentina,Uco Valley,Bodega Piedra Negra,3.9,234,33.0,2014,Red,-33.6090951,-69.20386979999999
Viña Tondonia Reserva 2007,Spain,Rioja,R. López de Heredia Viña Tondonia,4.1,2342,28.95,2007,Red,42.584419,-2.8482045
Faithful Hound Red 2016,South Africa,Stellenbosch,Mulderbosch,4.1,235,16.99,2016,Red,-33.9484965,18.7667762
Pelagrilli Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Siro Pacenti,3.9,235,38.01,2011,Red,43.074123,11.507062
Añada Roble 2016,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.7,235,7.36,2016,Red,39.6823082,2.8435061
The Black Shiraz 2018,Australia,Riverina,Richland,3.6,235,12.52,2018,Red,46.28042000000001,-119.2751996
Blooms Field Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.3,235,59.0,2015,Red,34.6422625,-120.436646
Rubizzo Toscana 2016,Italy,Toscana,Rocca delle Macìe,3.6,235,8.19,2016,Red,34.6422625,-120.436646
Cornas Les Arènes 2016,France,Cornas,M. Chapoutier,4.0,235,45.29,2016,Red,34.6422625,-120.436646
Diamond Label Shiraz 2018,Australia,South Australia,Rosemount,3.2,235,9.4,2018,Red,44.7394103,-93.1257723
Pinot Nero 2013,Italy,Südtirol - Alto Adige,Ferruccio Carlotto,4.0,235,22.37,2013,Red,46.3442873,11.2978858
Susumaniello Salento 2016,Italy,Salento,Vallone,3.7,235,8.8,2016,Red,46.3442873,11.2978858
Moser Family Cabernet Sauvignon 摩塞尔家族赤霞珠 2016,China,Ningxia,Château Changyu Moser XV 张裕摩塞尔十五世酒庄,2.9,235,35.0,2016,Red,38.487193,106.230908
La Groletta Valpolicella Ripasso 2017,Italy,Valpolicella Ripasso,Corte Giara,4.0,2350,11.49,2017,Red,45.5403587,10.883506
Pater Sangiovese 2017,Italy,Toscana,Frescobaldi,3.5,236,10.69,2017,Red,45.5403587,10.883506
Pessac-Léognan 2016,France,Pessac-Léognan,Château Ferran,3.9,236,19.95,2016,Red,44.7124096,-0.5321237
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Chauvin,3.8,236,44.95,2010,Red,44.9172079,-0.1691881
Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Château Les Vieux Ormes,3.8,236,23.34,2015,Red,44.9172079,-0.1691881
Caladessa Tinto 2015,Portugal,Alentejo,Herdade da Calada,3.7,236,11.7,2015,Red,38.679258,-7.846931000000001
Nero d'Avola 2016,Italy,Terre Siciliane,Itinera,3.4,236,4.95,2016,Red,38.679258,-7.846931000000001
Moulis-en-Médoc 2014,France,Médoc,Château Mauvesin Barton,3.8,236,23.23,2014,Red,45.0411665,-0.7940098999999999
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Rozier,3.9,236,16.36,2016,Red,45.7458153,4.226608
Eleanor Red Wine 2013,United States,California,Francis Ford Coppola,4.2,236,64.21,2013,Red,45.7458153,4.226608
Anaperenna 2015,Australia,Barossa Valley,Glaetzer,4.4,236,47.69,2015,Red,45.7458153,4.226608
Roquers de Porrera 2013,Spain,Priorat,L'Encastell,4.2,236,41.71,2013,Red,41.189843,0.856103
Pinotage 2017,South Africa,Stellenbosch,Aaldering,4.1,237,22.9,2017,Red,-33.9196827,18.8277804
Fleur de Clinet Pomerol 2013,France,Pomerol,Château Clinet,3.8,237,32.07,2013,Red,-33.9196827,18.8277804
Rosso Piceno Superiore 2016,Italy,Rosso Piceno,DeAngelis (De Angelis),3.7,237,8.33,2016,Red,-33.9196827,18.8277804
Légende (R) Bordeaux Rouge 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,237,9.9,2017,Red,45.2249531,-0.7724358
Purgatori Costers del Segre 2016,Spain,Costers del Segre,Torres,4.1,237,35.99,2016,Red,45.2249531,-0.7724358
Valpolicella Ripasso 2018,Italy,Valpolicella Ripasso,Bertani,3.8,237,12.95,2018,Red,45.2249531,-0.7724358
Alicante Bouschet 2014,Portugal,Alentejano,Herdade do Rocim,4.0,237,14.62,2014,Red,38.1974682,-7.8555207
Labyrinth Cabernet Sauvignon 2016,South Africa,Stellenbosch,Simonsig,3.8,237,12.18,2016,Red,-33.8700592,18.8254192
Colheita Seleccionada Tinto 2017,Portugal,Dão,Cabriz,3.6,237,7.27,2017,Red,-33.8700592,18.8254192
Merlot 2016,United States,California,Gnarly Head,3.6,237,12.25,2016,Red,-33.8700592,18.8254192
Mount Edelstone Shiraz 2013,Australia,Eden Valley,Henschke,4.3,237,169.0,2013,Red,-33.8700592,18.8254192
Spätburgunder 2016,Germany,Baden,Salwey,3.6,237,8.9,2016,Red,48.0889834,7.6292858
Reserva Real 2011,Spain,Penedès,Torres,3.9,237,99.0,2011,Red,48.0889834,7.6292858
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château La Tour Figeac,4.3,237,96.95,2005,Red,44.915024,-0.2014261
Cabernet Sauvignon 2017,United States,California,Dark Horse,3.6,2376,7.96,2017,Red,44.915024,-0.2014261
Tinto 2018,Spain,Rioja,Luis Cañas,3.4,238,5.49,2018,Red,44.915024,-0.2014261
Barolo Cerretta 2010,Italy,Barolo,Ettore Germano,4.1,238,51.41,2010,Red,44.6221755,7.9957181
Valdepeñas Reserva 2013,Spain,Valdepeñas,Pata Negra,3.5,238,6.68,2013,Red,44.6221755,7.9957181
Reserva 2013,Spain,Navarra,Bodegas Piedemonte,3.5,238,9.5,2013,Red,42.48796850000001,-1.6570456
Veneto Alzero Cabernet 2007,Italy,Veneto,Quintarelli Giuseppe,4.6,238,349.0,2007,Red,45.5209039,10.9478773
Estate Cabernet Franc - Tannat (Varietales) 2016,Uruguay,Maldonado,Bodega Garzón,3.8,238,14.29,2016,Red,-34.5694274,-54.6279974
Shiraz 2017,Australia,Murray Darling,Deakin Estate,3.4,238,9.23,2017,Red,-34.5694274,-54.6279974
Three 2016,South Africa,Constantia,Constantia Glen,4.0,238,16.47,2016,Red,-34.0147081,18.4147309
Rufo Douro Tinto 2017,Portugal,Douro,Vale D. Maria,3.7,238,9.25,2017,Red,41.1638705,-7.511563199999999
Barón de Chirel Rioja Reserva 2013,Spain,Rioja,Marqués de Riscal,4.4,238,72.75,2013,Red,41.1638705,-7.511563199999999
Señorío de Cuzcurrita Rioja 2015,Spain,Rioja,Castillo de Cuzcurrita,4.1,238,21.93,2015,Red,42.5412835,-2.9653318
Cabernet Sauvignon 2017,South Africa,Coastal Region,Lievland Vineyards,3.6,2380,12.99,2017,Red,-33.8410398,18.8763114
Allomi Cabernet Sauvignon 2017,United States,Napa Valley,The Hess Collection,4.2,2381,25.5,2017,Red,38.3385137,-122.3898972
Big Game Malbec 2018,Argentina,Mendoza,Big Game,3.8,239,9.95,2018,Red,38.3385137,-122.3898972
Limited Edition Syrah 2011,Chile,Maipo Valley,Viña Maipo,4.0,239,25.13,2011,Red,-33.4177536,-70.60170280000001
Serego Alighieri Possessioni Rosso del Veronese 2016,Italy,Rosso Veronese,Masi,3.6,239,11.44,2016,Red,-33.4177536,-70.60170280000001
Broquel Cabernet Sauvignon 2017,Argentina,Maipu,Trapiche,3.6,239,10.5,2017,Red,-33.4177536,-70.60170280000001
Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Rosarubra,4.1,239,17.5,2016,Red,42.2894564,13.9198623
Poggio alle Mura Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Banfi,3.7,239,14.9,2015,Red,42.4464908,-76.48222620000001
Le Cèdre 2014,France,Cahors,Château du Cèdre,4.0,239,36.0,2014,Red,44.4860031,1.1078075
Shiraz - Mourvedre 2016,Australia,Central Victoria,MWC,3.8,239,9.5,2016,Red,44.4860031,1.1078075
5 Finques (Fincas) Reserva 2015,Spain,Empordà,Castillo Perelada,4.0,2390,13.45,2015,Red,44.4860031,1.1078075
Sassicaia 2005,Italy,Bolgheri Sassicaia,Tenuta San Guido,4.6,2397,564.4,2005,Red,44.4860031,1.1078075
Poggio al Leone Morellino di Scansano Riserva 2013,Italy,Morellino di Scansano,Val delle Rose,3.9,240,24.57,2013,Red,42.7240952,11.1850097
Bordeaux 2016,France,Bordeaux,Sirius,3.3,240,8.9,2016,Red,42.7240952,11.1850097
Les Hauts du Tertre Margaux 2014,France,Margaux,Château du Tertre,3.8,240,26.9,2014,Red,45.0064316,-0.6809305999999999
